44
38
99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99
-1, -1, -1, -1, -1, -1, -1, -1, 99, -1, -1, -1, -1, -1, -1, -1, 99, 99, 99, 99, 99, -1, -1, -1, -1, 99, 99, 99, 99, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 99
-1, -1, -1, -1, -1, -1, -1, -1, 99, -1, -1, 99, 99, 99, -1, -1, 99, 99, 99, 99, 99, -1, -1, -1, -1, 99, 99, 99, 99, -1, -1, -1, -1, -1, -1, -1, -1, 99, 99, 99, 99, -1, -1, 99
-1, -1, -1, -1, -1, -1, -1, -1, 99, -1, -1, 99, 99, 99, -1, -1, 99, 99, 99, 99, 99, -1, -1, -1, -1, 99, 99, 99, 99, -1, -1, -1, -1, 99, 99, 99, -1, 99, 99, 99, 99, -1, -1, 99
-1, -1, -1, -1, -1, -1, -1, -1, 99, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 99, 99, 99, -1, 99, 99, 99, 99, -1, -1, 99
-1, -1, -1, -1, -1, -1, -1, -1, 99, -1, -1, -1, -1, -1, 99, 99, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 99, 99, 99, 99, 99, 99, 99, -1, -1, 99, 99, 99, 99, -1, -1, 99
-1, -1, -1, -1, -1, -1, -1, -1, 99, -1, -1, -1, -1, 99, 99, 99, 99, -1, -1, -1, -1, -1, 99, 99, -1, -1, -1, -1, 99, -1, -1, -1, -1, -1, 99, -1, -1, -1, -1, -1, -1, -1, -1, 99
-1, -1, -1, -1, -1, -1, -1, -1, 99, -1, -1, -1, -1, 99, 99, 99, 99, -1, -1, -1, -1, -1, 99, 99, -1, -1, -1, -1, 99, -1, -1, -1, -1, -1, 99, -1, -1, -1, -1, -1, -1, -1, -1, 99
-1, -1, -1, -1, -1, -1, -1, -1, 99, 99, -1, -1, -1, 99, 99, 99, 99, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 99, -1, -1, -1, -1, -1, 99, -1, -1, -1, -1, -1, -1, -1, -1, 99
-1, -1, -1, -1, -1, -1, -1, -1, -1, 99, 99, -1, -1, 99, 99, 99, 99, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 99, -1, 99, 99, 99, -1, 99, -1, -1, 99, 99, -1, -1, -1, 99, 99
-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 99, 99, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 99, 99, 11, 11, 11, 99, 99, -1, -1, 99, 99, -1, -1, -1, -1, -1
